Keywords	Num genes
autosomal recessive hypercholesterolemia	1
autosomal recessive hypophosphatemic rickets	0
autosomal recessive isolated ectopia lentis 2	0
autosomal recessive juvenile parkinson\'s disease 2	0
autosomal recessive limb-girdle muscular dystrophy type 2a	0
autosomal recessive limb-girdle muscular dystrophy type 2b	0
autosomal recessive limb-girdle muscular dystrophy type 2c	0
autosomal recessive limb-girdle muscular dystrophy type 2d	0
autosomal recessive limb-girdle muscular dystrophy type 2e	0
autosomal recessive limb-girdle muscular dystrophy type 2f	0
autosomal recessive limb-girdle muscular dystrophy type 2g	0
autosomal recessive limb-girdle muscular dystrophy type 2h	0
autosomal recessive limb-girdle muscular dystrophy type 2i	0
autosomal recessive limb-girdle muscular dystrophy type 2j	0
autosomal recessive limb-girdle muscular dystrophy type 2k	0
autosomal recessive limb-girdle muscular dystrophy type 2l	0
autosomal recessive limb-girdle muscular dystrophy type 2m	0
autosomal recessive limb-girdle muscular dystrophy type 2n	0
autosomal recessive limb-girdle muscular dystrophy type 2o	0
autosomal recessive limb-girdle muscular dystrophy type 2p	0
autosomal recessive limb-girdle muscular dystrophy type 2q	0
autosomal recessive limb-girdle muscular dystrophy type 2r	0
autosomal recessive limb-girdle muscular dystrophy type 2s	0
autosomal recessive limb-girdle muscular dystrophy type 2t	0
autosomal recessive limb-girdle muscular dystrophy type 2u	0
autosomal recessive limb-girdle muscular dystrophy type 2w	0
autosomal recessive limb-girdle muscular dystrophy type 2x	0
autosomal recessive limb-girdle muscular dystrophy type 2y	0
autosomal recessive mental retardation 61	0
autosomal recessive nonsyndromic deafness 101	0
autosomal recessive nonsyndromic deafness 102	0
autosomal recessive nonsyndromic deafness 103	0
autosomal recessive nonsyndromic deafness 104	0
autosomal recessive nonsyndromic deafness 105	0
autosomal recessive nonsyndromic deafness 106	0
autosomal recessive nonsyndromic deafness 107	0
autosomal recessive nonsyndromic deafness 108	0
autosomal recessive nonsyndromic deafness 12	0
autosomal recessive nonsyndromic deafness 13	0
autosomal recessive nonsyndromic deafness 14	0
autosomal recessive nonsyndromic deafness 15	0
autosomal recessive nonsyndromic deafness 16	0
autosomal recessive nonsyndromic deafness 17	0
autosomal recessive nonsyndromic deafness 18a	0
autosomal recessive nonsyndromic deafness 18b	0
autosomal recessive nonsyndromic deafness 1a	0
autosomal recessive nonsyndromic deafness 1b	0
autosomal recessive nonsyndromic deafness 2	0
autosomal recessive nonsyndromic deafness 20	0
autosomal recessive nonsyndromic deafness 21	0
autosomal recessive nonsyndromic deafness 22	0
autosomal recessive nonsyndromic deafness 23	0
autosomal recessive nonsyndromic deafness 24	0
autosomal recessive nonsyndromic deafness 25	0
autosomal recessive nonsyndromic deafness 26	0
autosomal recessive nonsyndromic deafness 27	0
autosomal recessive nonsyndromic deafness 28	0
autosomal recessive nonsyndromic deafness 29	0
autosomal recessive nonsyndromic deafness 3	0
autosomal recessive nonsyndromic deafness 30	0
autosomal recessive nonsyndromic deafness 31	0
autosomal recessive nonsyndromic deafness 32	0
autosomal recessive nonsyndromic deafness 33	0
autosomal recessive nonsyndromic deafness 35	0
autosomal recessive nonsyndromic deafness 36	0
autosomal recessive nonsyndromic deafness 37	0
autosomal recessive nonsyndromic deafness 38	0
autosomal recessive nonsyndromic deafness 39	0
autosomal recessive nonsyndromic deafness 4	0
autosomal recessive nonsyndromic deafness 40	0
autosomal recessive nonsyndromic deafness 42	0
autosomal recessive nonsyndromic deafness 44	0
autosomal recessive nonsyndromic deafness 45	0
autosomal recessive nonsyndromic deafness 46	0
autosomal recessive nonsyndromic deafness 47	0
autosomal recessive nonsyndromic deafness 48	0
autosomal recessive nonsyndromic deafness 49	0
autosomal recessive nonsyndromic deafness 5	0
autosomal recessive nonsyndromic deafness 51	0
autosomal recessive nonsyndromic deafness 53	0
autosomal recessive nonsyndromic deafness 55	0
autosomal recessive nonsyndromic deafness 59	0
autosomal recessive nonsyndromic deafness 6	0
autosomal recessive nonsyndromic deafness 61	0
autosomal recessive nonsyndromic deafness 62	0
autosomal recessive nonsyndromic deafness 63	0
autosomal recessive nonsyndromic deafness 65	0
autosomal recessive nonsyndromic deafness 66	0
autosomal recessive nonsyndromic deafness 67	0
autosomal recessive nonsyndromic deafness 68	0
autosomal recessive nonsyndromic deafness 7	0
autosomal recessive nonsyndromic deafness 70	0
autosomal recessive nonsyndromic deafness 71	0
autosomal recessive nonsyndromic deafness 74	0
autosomal recessive nonsyndromic deafness 76	0
autosomal recessive nonsyndromic deafness 77	0
autosomal recessive nonsyndromic deafness 79	0
autosomal recessive nonsyndromic deafness 8	0
autosomal recessive nonsyndromic deafness 83	0
autosomal recessive nonsyndromic deafness 84a	0
autosomal recessive nonsyndromic deafness 84b	0
autosomal recessive nonsyndromic deafness 85	0
autosomal recessive nonsyndromic deafness 86	0
autosomal recessive nonsyndromic deafness 88	0
autosomal recessive nonsyndromic deafness 89	0
autosomal recessive nonsyndromic deafness 9	0
autosomal recessive nonsyndromic deafness 91	0
autosomal recessive nonsyndromic deafness 93	0
autosomal recessive nonsyndromic deafness 96	0
autosomal recessive nonsyndromic deafness 97	0
autosomal recessive nonsyndromic deafness 98	0
autosomal recessive osteopetrosis 1	0
autosomal recessive osteopetrosis 2	0
autosomal recessive osteopetrosis 3	0
autosomal recessive osteopetrosis 4	0
autosomal recessive osteopetrosis 5	0
autosomal recessive osteopetrosis 6	0
autosomal recessive osteopetrosis 7	0
autosomal recessive osteopetrosis 8	0
autosomal recessive parkinson\'s disease 14	0
autosomal recessive pericentral pigmentary retinopathy	0
autosomal recessive polycystic kidney disease	0
autosomal recessive pseudohypoaldosteronism type 1	0
autosomal recessive robinow syndrome	0
autosomal recessive spinocerebellar ataxia 10	0
autosomal recessive spinocerebellar ataxia 11	0
autosomal recessive spinocerebellar ataxia 12	0
autosomal recessive spinocerebellar ataxia 13	0
autosomal recessive spinocerebellar ataxia 14	0
autosomal recessive spinocerebellar ataxia 15	0
autosomal recessive spinocerebellar ataxia 16	0
autosomal recessive spinocerebellar ataxia 17	0
autosomal recessive spinocerebellar ataxia 18	0
autosomal recessive spinocerebellar ataxia 19	0
autosomal recessive spinocerebellar ataxia 2	0
autosomal recessive spinocerebellar ataxia 20	0
autosomal recessive spinocerebellar ataxia 21	0
autosomal recessive spinocerebellar ataxia 25	0
autosomal recessive spinocerebellar ataxia 26	0
autosomal recessive spinocerebellar ataxia 7	0
autosomal recessive type iv ehlers-danlos syndrome	0
autotopagnosia	0
avian influenza	0
avoidant personality disorder	0
axenfeld-rieger syndrome type 1	1
axenfeld-rieger syndrome type 2	0
axenfeld-rieger syndrome type 3	1
axial osteomalacia	0
axillary adenitis	0
axillary lipoma	0
azoospermia	13
aztreonam allergy	0
b cell linker protein deficiency	0
b- and t-cell mixed leukemia	0
b-cell adult acute lymphocytic leukemia	0
b-cell childhood acute lymphoblastic leukemia	0
baastrup\'s syndrome	0
babesiosis	0
bacillary angiomatosis	0
background diabetic retinopathy	0
bacterial esophagitis	0
bacterial exanthem	0
bacterial gastritis	0
bacterial sepsis	0
bacterial vaginosis	0
bacteriuria	0
bagassosis	0
balanitis xerotica obliterans	0
balanoposthitis	0
balantidiasis	0
balkan hemorrhagic fever	0
balkan nephropathy	0
ballard syndrome	0
baller-gerold syndrome	1
balloon cell malignant melanoma	0
balo concentric sclerosis	0
bamforth-lazarus syndrome	2
band keratopathy	0
bannayan-riley-ruvalcaba syndrome	1
baraitser-winter syndrome	2
barber-say syndrome	0
barbiturate abuse	0
barbiturate dependence	0
bardet-biedl syndrome 1	2
bardet-biedl syndrome 10	1
bardet-biedl syndrome 11	2
bardet-biedl syndrome 12	1
bardet-biedl syndrome 13	1
bardet-biedl syndrome 14	3
bardet-biedl syndrome 15	1
bardet-biedl syndrome 16	0
bardet-biedl syndrome 17	0
bardet-biedl syndrome 18	0
bardet-biedl syndrome 19	0
bardet-biedl syndrome 2	1
bardet-biedl syndrome 3	1
bardet-biedl syndrome 4	1
bardet-biedl syndrome 5	1
bardet-biedl syndrome 6	2
bardet-biedl syndrome 7	1
bardet-biedl syndrome 8	1
bardet-biedl syndrome 9	1
baritosis	0
barmah forest virus disease	0
barre-lieou syndrome	0
barrett\'s adenocarcinoma	0
barrett\'s esophagus	0
bart-pumphrey syndrome	1
barth syndrome	1
bartholin\'s duct cyst	0
bartholin\'s gland adenocarcinoma	0
bartholin\'s gland adenoid cystic carcinoma	0
bartholin\'s gland adenoma	0
bartholin\'s gland adenomyoma	0
bartholin\'s gland adenosquamous carcinoma	0
bartholin\'s gland benign neoplasm	0
bartholin\'s gland small cell carcinoma	0
bartholin\'s gland squamous cell carcinoma	0
bartholin\'s gland transitional cell carcinoma	0
bartter disease	0
bartter disease type 1	0
bartter disease type 2	0
bartter disease type 3	0
bartter disease type 4a	0
bartter disease type 4b	0
bartter disease type 5	0
basal ganglia calcification	2
basal ganglia cerebrovascular disease	0
basal laminar drusen	1
basaloid lung carcinoma	0
basaloid squamous cell skin carcinoma	0
basidiobolomycosis	0
basilar artery insufficiency	0
basilar artery occlusion	0
basophil adenoma	0
basophilic carcinoma	0
basosquamous carcinoma	0
baylisascariasis	0
beach ear	0
beare-stevenson cutis gyrata syndrome	1
becker muscular dystrophy	1
beckwith-wiedemann syndrome	6
beemer-langer syndrome	0
behcet\'s disease	0
behcet\'s syndrome arthropathy	0
bejel	0
bell\'s palsy	0
benign breast adenomyoepithelioma	0
benign breast phyllodes tumor	0
benign deep fibrous histiocytoma	0
benign dermal neurilemmoma	0
benign eccrine breast spiradenoma	0
benign epilepsy with centrotemporal spikes	0
benign essential hypertension	0
benign familial infantile epilepsy	0
benign familial neonatal epilepsy	0
benign fibrous mesothelioma	0
benign hypertensive renal disease	0
benign intermediate mesothelioma	0
benign lymphoepithelial lesion of salivary gland	0
benign mammary dysplasia	0
benign mastocytoma	0
benign mediastinal psammomatous neurilemmoma	0
benign meningioma	1
benign mesenchymoma	0
benign neonatal seizures	0
benign paroxysmal positional nystagmus	0
benign pericardial teratoma	0
benign peritoneal mesothelioma	0
benign pleural mesothelioma	0
benign prostate phyllodes tumor	0
benign recurrent intrahepatic cholestasis	2
benign recurrent intrahepatic cholestasis 1	0
benign recurrent intrahepatic cholestasis 2	0
benign renovascular hypertension	0
benign shuddering attacks	0
benign struma ovarii	0
benzo[d]isothiazol-3-one allergic contact dermatitis	0
benzoic acid allergic contact dermatitis	0
benzylpenicillin allergy	0
beriberi	0
bernard-soulier syndrome type a2	1
berylliosis	0
bestiality	0
bestrophinopathy	1
beta thalassemia	5
beta-ketothiolase deficiency	0
beta-mannosidosis	0
bethlem myopathy	4
bh4-deficient hyperphenylalaninemia a	0
bicipital tenosynovitis	0
bietti crystalline corneoretinal dystrophy	1
bilateral hyperactive labyrinth	0
bilateral hypoactive labyrinth	0
bilateral meningioma of optic nerve	0
bilateral renal aplasia	0
bilateral retinoblastoma	0
bile duct carcinoma in situ	0
bile duct clear cell adenocarcinoma	0
bile duct cystadenocarcinoma	0
bile duct mucinous adenocarcinoma	0
bile duct mucoepidermoid carcinoma	0
bile duct signet ring cell carcinoma	0
bile reflux	0
biliary atresia	2
biliary dyskinesia	0
biliary tract intraductal papillary mucinous neoplasm	0
binder syndrome	0
biotin deficiency	0
biotin-responsive basal ganglia disease	1
biotinidase deficiency	1
biphasic synovial sarcoma	0
bird fancier\'s lung	0
birdshot chorioretinopathy	0
birk-barel syndrome	0
birt-hogg-dube syndrome	1
bjornstad syndrome	1
black piedra	0
blackwater fever	0
bladder carcinoma in situ	0
bladder colloid adenocarcinoma	0
bladder colonic type adenocarcinoma	0
bladder diffuse clear cell adenocarcinoma	0
bladder diverticulum	0
bladder dome cancer	0
bladder exstrophy	0
bladder flat intraepithelial lesion	0
bladder hepatoid adenocarcinoma	0
bladder lateral wall cancer	0
bladder leiomyoma	0
bladder lymphoma	0
bladder mixed adenocarcinoma	0
bladder neck cancer	0
bladder neck obstruction	0
bladder papillary clear cell adenocarcinoma	0
bladder sarcoma	0
bladder signet ring cell adenocarcinoma	0
bladder squamous papilloma	0
bladder trigone cancer	0
bladder tuberculosis	0
bladder tubulo-cystic clear cell adenocarcinoma	0
bladder urachal adenocarcinoma	0
bladder urachal squamous cell carcinoma	0
bladder urachal urothelial carcinoma	0
bladder urothelial papillary carcinoma	0
bladder verrucous squamous cell carcinoma	0
blastema predominant kidney wilms\' tumor	0
blastoma	1
blastomycosis	0
blau syndrome	1
blepharochalasis	0
blepharophimosis	9
blepharophimosis, ptosis, and epicanthus inversus syndrome	1
blepharophimosis-intellectual disability syndrome, sbbys type	0
blepharospasm	1
blessig\'s cysts	0
blind hypertensive eye	0
blind hypotensive eye	0
blind loop syndrome	0
bloch-sulzberger syndrome	0
bloom syndrome	1
blount\'s disease	0
blue color blindness	0
blue cone monochromacy	2
blue toe syndrome	0
blunt duct adenosis of breast	0
body dysmorphic disorder	0
bolivian hemorrhagic fever	0
bone ameloblastoma	0
bone angioendothelial sarcoma	0
bone chondrosarcoma	0
bone epithelioid hemangioma	0
bone giant cell sarcoma	0
bone leiomyosarcoma	0
bone lymphoma	0
bone peripheral neuroepithelioma	0
bone squamous cell carcinoma	0
boomerang dysplasia	2
borderline leprosy	0
borderline personality disorder	0
bordetella parapertussis whooping cough	0
borjeson-forssman-lehmann syndrome	1
borna disease	1
borst-jadassohn intraepidermal carcinoma	0
bothnia retinal dystrophy	1
boutonneuse fever	0
bowen-conradi syndrome	1
bowman\'s membrane folds or rupture	0
brachial plexus lesion	0
brachial plexus neoplasm	0
brachial plexus neuritis	0
brachydactyly type a1	2
brachydactyly type a1b	0
brachydactyly type a1c	0
brachydactyly type a1d	0
brachydactyly type a2	3
brachydactyly type a3	0
brachydactyly type a4	0
brachydactyly type a6	0
brachydactyly type b1	1
brachydactyly type b2	1
brachydactyly type c	1
brachydactyly type d	1
brachydactyly type e1	0
brachydactyly type e2	1
brachydactyly-preaxial hallux varus syndrome	0
brachydactyly-syndactyly syndrome	1
brachyolmia	2
brachyolmia-amelogenesis imperfecta syndrome	0
bradyopsia	2
brain compression	0
brain edema	2
brain glioblastoma multiforme	0
brain sarcoma	0
brain stem angioblastoma	0
brain stem astrocytic neoplasm	0
brain stem ependymoma	0
brain stem medulloblastoma	0
brainstem intraparenchymal clear cell meningioma	0
branch retinal artery occlusion	0
branched-chain keto acid dehydrogenase kinase deficiency	0
branchiooculofacial syndrome	1
branchiootic syndrome	2
branchiootorenal syndrome	3
brawny scleritis	0
brazilian hemorrhagic fever	0
breast abscess	0
breast adenoid cystic carcinoma	0
breast adenomyoepithelial adenosis	0
breast adenomyoepithelioma	0
breast angiomatosis	0
breast angiosarcoma	0
breast apocrine adenoma	0
breast apocrine carcinoma	0
breast apocrine carcinoma in situ	0
breast capillary hemangioma	0
breast columnar cell mucinous carcinoma	0
breast cystic hypersecretory carcinoma	0
breast ductal adenoma	0
breast epithelioid hemangioma	0
breast fibroadenosis	0
breast fibrosarcoma	0
breast giant fibroadenoma	0
breast granular cell tumor	0
breast hemangiopericytoma	0
breast intracanalicular fibroadenoma	0
breast intraductal papillomatosis	0
breast juvenile papillomatosis	0
breast large cell neuroendocrine carcinoma	0
breast leiomyoma	0
breast leiomyosarcoma	0
breast lipoma	0
